Time [hour],Load [MWh],Actual_Load [MWh],Price [Euro/kWh],Actual_Price [Euro/kWh]
,predicted load,actual_load,predicted price,actual_price
1148,29708.25,30976,,
1149,31454.516,30289,,
1150,29822.705,28143,,
1151,27387.004,25847,,
1152,25499.299,24291,,
1153,24506.686,22931,,
1154,23658.715,21916,,
1155,23052.797,21374,,
1156,22791.918,21231,,
1157,22821.586,21370,,
1158,23047.4,22466,,
1159,24055.422,23353,,
1160,24899.268,24420,,
1161,25805.406,25826,,
1162,27024.723,26967,,
1163,27920.719,27510,,
1164,28128.824,27878,,
1165,28251.406,28392,,
1166,28649.516,27853,,
1167,27875.982,25952,,
1168,25926.625,24629,,
1169,24922.85,24427,,
1170,25027.072,25087,,
1171,25884.965,27272,,
1172,28231.281,29259,,
1173,30133.434,28981,,
1174,29076.133,27268,,
1175,26996.238,25121,,
1176,25111.504,23559,,
1177,24031.068,22116,,
1178,23090.45,21172,,
1179,22532.785,20735,,
1180,22352.543,20555,,
1181,22350.422,20995,,
1182,22798.568,22543,,
1183,24209.834,23636,,
1184,25247.043,25008,,
1185,26404.01,26788,,
1186,27969.758,28173,,
1187,29034.857,28881,,
1188,29300.387,29352,,
1189,29464.453,29800,,
1190,29752.236,29307,,
1191,28979.762,27490,,
1192,27033.879,26246,,
1193,26121.781,25943,,
1194,26172.691,26302,,
1195,26763.988,27568,,
1196,28172.145,29366,,
1197,30001.908,29069,,
1198,29072.973,27183,,
1199,26861.348,25076,,
1200,25064.133,23744,,
1201,24202.316,22236,,
1202,23195.637,21253,,
1203,22590.268,20732,,
1204,22339.898,20389,,
1205,22208.43,20323,,
1206,22249.467,20848,,
1207,22736.002,20768,,
1208,22753.197,21725,,
1209,23515.977,23332,,
1210,24974.102,25337,,
1211,26840.719,26572,,
1212,27770.402,27265,,
1213,28045.82,28156,,
1214,28682.688,28171,,
1215,28383.258,26170,,
1216,26138.338,25059,,
1217,25292.654,24409,,
1218,24955.559,24743,,
1219,25494.656,26295,,
1220,27182.688,28192,,
1221,29098.328,28224,,
1222,28598.168,26683,,
1223,26685.172,24570,,
1224,24780.48,22662,,
1225,23370.074,21146,,
1226,22378.416,19988,,
1227,21677.129,19450,,
1228,21410.3,19176,,
1229,21340.31,19143,,
1230,21415.25,19385,,
1231,21668.613,18934,,
1232,21416.547,19635,,
1233,21880.547,21512,,
1234,23471.104,23487,,
1235,25335.13,24742,,
1236,26354.512,25363,,
1237,26595.906,26868,,
1238,27853.928,26875,,
1239,27498.3,24670,,
1240,25099.877,23437,,
1241,24099.133,23006,,
1242,23939.615,23417,,
1243,24509.137,25258,,
1244,26409.771,27497,,
1245,28673.305,27673,,
1246,28307.668,26459,,
1247,26676.205,24296,,
1248,24642,22553,,
1249,23336.078,20915,,
1250,22236.727,20027,,
1251,21714.371,19599,,
1252,21546.04,19596,,
1253,21672.254,20020,,
1254,22104.824,22090,,
1255,23903.63,23768,,
1256,25532.941,25718,,
1257,27244.023,27797,,
1258,29025.145,28954,,
1259,29651.82,29641,,
1260,29864.5,29869,,
1261,29759.592,30324,,
1262,30139.297,29678,,
1263,29192.83,28044,,
1264,27475.74,27058,,
1265,26818.361,26590,,
1266,26665.041,26832,,
1267,27138.262,28410,,
1268,28942.53,30439,,
1269,31026.387,29906,,
1270,29626.205,27725,,
1271,27105.598,25495,,
1272,25274.293,23837,,
1273,24173.76,22247,,
1274,23136.92,21357,,
1275,22638.32,20743,,
1276,22340.016,20592,,
1277,22354.078,20919,,
1278,22725.824,22619,,
1279,24265.957,23994,,
1280,25591.277,25679,,
1281,27064.883,27555,,
1282,28691.496,28605,,
1283,29289.215,29297,,
1284,29574.281,29840,,
1285,29863.184,30461,,
1286,30355.303,29836,,
1287,29346.043,28125,,
1288,27513.156,27110,,
1289,26840.191,26734,,
1290,26795.254,26877,,
1291,27156.926,28445,,
1292,28957.73,30535,,
1293,31127.344,29999,,
1294,29699.676,27908,,
1295,27266.6,25657,,
1296,25392.469,23897,,
1297,24196.275,22296,,
1298,23155.209,21397,,
1299,22657.867,20906,,
1300,22460.246,20825,,
1301,22541.158,21178,,
1302,22937.135,22840,,
1303,24451.834,24055,,
1304,25610.936,25764,,
1305,27109.793,27618,,
1306,28729.152,28748,,
1307,29426.23,29383,,
1308,29628.666,29702,,
1309,29658.576,30311,,
1310,30202.365,29849,,
1311,29418.469,28089,,
1312,27487.238,26971,,
1313,26702.762,26530,,
1314,26605.867,26731,,
1315,27045.457,28227,,
1316,28758.156,30689,,
1317,31397.373,30315,,
1318,30049.148,28310,,
1319,27606.494,25883,,
1320,25515.766,24262,,
1321,24462.84,22707,,
1322,23458.234,21690,,
1323,22862.258,21038,,
1324,22529.744,20896,,
1325,22559.645,21135,,
1326,22873.592,22725,,
1327,24324.516,23893,,
1328,25451.62,25729,,
1329,27095.312,27442,,
1330,28560.016,28382,,
1331,29053.934,28966,,
1332,29254.465,29322,,
1333,29364.709,29888,,
1334,29849.309,29294,,
1335,28939.863,27419,,
1336,26953.266,26329,,
1337,26216.043,26113,,
1338,26343.893,26210,,
1339,26642.453,28018,,
1340,28672.67,30628,,
1341,31444.97,30283,,
1342,30065.55,28133,,
1343,27435.762,25932,,
1344,25598.309,24344,,
1345,24553.582,22636,,
1346,23399.182,21688,,
1347,22852.61,20997,,
1348,22498.656,20913,,
1349,22572.25,21301,,
1350,23013.781,22882,,
1351,24474.97,24215,,
1352,25746.08,26060,,
1353,27396.648,27964,,
1354,29054.234,29131,,
1355,29755.54,29875,,
1356,30063.895,30274,,
1357,30153.379,30862,,
1358,30647.018,30163,,
1359,29554.465,28230,,
1360,27495.945,27106,,
1361,26773.3,26649,,
1362,26684.855,26578,,
1363,26847.11,28201,,
1364,28735.516,30520,,
1365,31204.527,30249,,
1366,30032.562,28220,,
1367,27543.93,25784,,
1368,25444.352,24073,,
1369,24309.174,22520,,
1370,23315.814,21375,,
1371,22624.178,20693,,
1372,22266.34,20372,,
1373,22160.658,20218,,
1374,22155.246,20481,,
1375,22434.39,20350,,
1376,22405.816,21546,,
1377,23368.691,23231,,
1378,24928.746,24813,,
1379,26357.07,25747,,
1380,26985.154,26334,,
1381,27234.328,27223,,
1382,27916.586,27137,,
1383,27561.883,25208,,
1384,25491.826,23959,,
1385,24487.414,23451,,
1386,24261.594,23556,,
1387,24558.633,25221,,
1388,26293.594,27886,,
1389,29077.469,28132,,
1390,28729.83,26606,,
1391,26699.326,24267,,
1392,24540.818,22429,,
1393,23198.402,20644,,
1394,22015.705,19592,,
1395,21382.629,18914,,
1396,21036.19,18658,,
1397,20964.46,18857,,
1398,21205.293,19125,,
1399,21508.777,18827,,
1400,21366.646,19852,,
1401,22078.184,21486,,
1402,23501.176,23170,,
1403,25035.48,24157,,
1404,25788.688,25083,,
1405,26390.645,25632,,
1406,26658.727,23982,,
1407,24848.484,22495,,
1408,23519.887,21853,,
1409,23089.965,21757,,
1410,23169.695,22332,,
1411,23797.271,24561,,
1412,25961.867,27085,,
1413,28487.977,25769,,
1414,26520.928,23928,,
1415,24573.07,22100,,
1416,23095.178,20596,,
1417,22053.615,19414,,
1418,21309.531,18655,,
1419,20870.586,18417,,
1420,20789.816,18672,,
1421,21068.252,20026,,
1422,22187.41,21590,,
1423,23636.32,22370,,
1424,24321.797,24277,,
1425,25910.973,25701,,
1426,27087.732,26808,,
1427,27841.709,27541,,
1428,28222.863,28309,,
1429,28753.629,28289,,
1430,28442.062,26620,,
1431,26545.863,25438,,
1432,25591.84,24958,,
1433,25404.2,25044,,
1434,25699.973,25585,,
1435,26343.826,27378,,
1436,28222.594,28937,,
1437,29653.64,26696,,
1438,26655.363,24469,,
1439,24642.035,22528,,
1440,23241.227,20873,,
1441,22164.574,19689,,
1442,21451.13,19031,,
1443,21106.379,18765,,
1444,21034.006,19011,,
1445,21311.61,20137,,
1446,22268.875,21582,,
1447,23588.47,22698,,
1448,24576.832,24666,,
1449,26275.338,26096,,
1450,27430.389,27089,,
1451,28033.557,28029,,
1452,28655,28715,,
1453,29067.332,28492,,
1454,28515.406,26634,,
1455,26464.904,25370,,
1456,25487.082,24892,,
1457,25333.188,24998,,
1458,25662.672,25373,,
1459,26141.734,27062,,
1460,27907.098,28822,,
1461,29607.36,26584,,
1462,26606.188,24406,,
1463,24619.98,22447,,
1464,23193.217,20733,,
1465,22067.07,19589,,
1466,21378.81,19065,,
1467,21132.041,18813,,
1468,21084.11,18955,,
1469,21284.92,20065,,
1470,22207.016,21492,,
1471,23507.814,22467,,
1472,24373.934,24451,,
1473,26078.004,25827,,
1474,27196.672,26680,,
1475,27665.242,27262,,
1476,27917.766,27967,,
1477,28430.547,27788,,
1478,27990.445,26060,,
1479,26112.459,24842,,
1480,25140.766,24290,,
1481,24882.922,24374,,
1482,25173.637,24833,,
1483,25735.459,26673,,
1484,27635.703,28493,,
1485,29384.098,26426,,
1486,26578.016,24362,,
1487,24648.918,22415,,
1488,23199.777,20679,,
1489,22040.625,19562,,
1490,21363.316,18939,,
1491,21048.027,18628,,
1492,20946.611,18792,,
1493,21155.414,20009,,
1494,22160.59,21564,,
1495,23586.625,22572,,
1496,24488.027,24296,,
1497,25925.434,25618,,
1498,26980.328,26443,,
1499,27451.89,27104,,
1500,27811.398,27687,,
1501,28181.36,27356,,
1502,27600.633,25659,,
1503,25818.758,24383,,
1504,24798.848,24067,,
1505,24754.879,24088,,
1506,24975.918,24273,,
1507,25253.852,26178,,
1508,27197.295,28180,,
1509,29180.574,26137,,
1510,26423.09,24195,,
1511,24580.156,22261,,
1512,23120.72,20466,,
1513,21905.643,19293,,
1514,21179.111,18696,,
1515,20874.182,18475,,
1516,20837.715,18523,,
1517,20977.455,19831,,
1518,22018.615,21311,,
1519,23388.986,22395,,
1520,24353.945,24251,,
1521,25923.016,25334,,
1522,26727.861,25996,,
1523,27034.293,26375,,
1524,27133.879,26834,,
1525,27430.613,26603,,
1526,27039.352,24736,,
1527,25146.576,23544,,
1528,24205.621,23011,,
1529,23945.555,23029,,
1530,24149.191,23213,,
1531,24440.041,24898,,
1532,26094.42,27380,,
1533,28613.793,25505,,
1534,26125.455,23572,,
1535,24219.02,21767,,
1536,22831.426,20043,,
1537,21659.537,18840,,
1538,20900.598,18115,,
1539,20492.314,17740,,
1540,20328.361,17539,,
1541,20280.012,18157,,
1542,20749.35,18522,,
1543,21151.256,18891,,
1544,21471.701,20677,,
1545,22846.916,22311,,
1546,24340.89,23391,,
1547,25210.434,24089,,
1548,25603.11,24867,,
1549,26104.895,25053,,
1550,26078.137,23257,,
1551,24260.23,22088,,
1552,23250.695,21643,,
1553,22993.879,21442,,
1554,22974.945,21754,,
1555,23340.834,23630,,
1556,25099.467,26008,,
1557,27464.223,24340,,
1558,25411.621,22408,,
1559,23500.3,20731,,
1560,22187.164,19072,,
1561,21063.094,17931,,
1562,20333.654,17235,,
1563,19931.447,16902,,
1564,19779.674,16725,,
1565,19741.67,17127,,
1566,20045.252,17277,,
1567,20264.586,17365,,
1568,20370.098,18920,,
1569,21435.152,20426,,
1570,22776.111,21972,,
1571,24114.117,23051,,
1572,24949.615,24210,,
1573,25785.242,24203,,
1574,25510.004,22184,,
1575,23522.756,20913,,
1576,22421.174,20310,,
1577,22020.375,20227,,
1578,22077.295,20837,,
1579,22681.223,22848,,
1580,24526.229,25381,,
1581,27014.285,24136,,
1582,25427.121,22359,,
1583,23582.129,20679,,
1584,22209.402,19118,,
1585,21119.197,18012,,
1586,20405.05,17496,,
1587,20108.943,17339,,
1588,20086.566,17638,,
1589,20369.918,19097,,
1590,21499.248,20500,,
1591,22797.145,21524,,
1592,23692.76,23257,,
1593,25106.904,24510,,
1594,26104.219,25349,,
1595,26611.96,26131,,
1596,27101.531,26688,,
1597,27423.02,26304,,
1598,26808.227,24649,,
1599,25128.7,23458,,
1600,24171.797,22827,,
1601,23807.967,22805,,
1602,23965.69,23307,,
1603,24548.281,25094,,
1604,26320.078,27091,,
1605,28273.535,25074,,
1606,25732.54,22988,,
1607,23762.21,21428,,
1608,22603.676,19839,,
1609,21554.594,18855,,
1610,20943.402,18311,,
1611,20661.443,17994,,
1612,20541.547,18175,,
1613,20735.139,19373,,
1614,21687.023,20541,,
1615,22769.803,21307,,
1616,23440.148,22952,,
1617,24778.646,24122,,
1618,25740.219,24977,,
1619,26303.863,25578,,
1620,26626.266,26257,,
1621,27097.898,25933,,
1622,26563.625,24259,,
1623,24871.492,23217,,
1624,24033.43,22684,,
1625,23741.729,22526,,
1626,23764.629,22827,,
1627,24144.502,24497,,
1628,25773.078,26545,,
1629,27800.43,24713,,
1630,25547.324,22780,,
1631,23689.027,21194,,
1632,22480.234,19745,,
1633,21512.996,18757,,
1634,20899.434,18203,,
1635,20600.088,17955,,
1636,20516.895,18134,,
1637,20715.307,19399,,
1638,21711.605,20435,,
1639,22696.035,21204,,
1640,23349.922,22729,,
1641,24580.312,23846,,
1642,25493.508,24540,,
1643,25917.523,24974,,
1644,26097.117,25539,,
1645,26480.424,25250,,
1646,26043.43,23543,,
1647,24377.867,22437,,
1648,23477.562,22010,,
1649,23261.176,21973,,
1650,23384.14,22190,,
1651,23681.193,23756,,
1652,25155.54,25950,,
1653,27320.22,24183,,
1654,25231.383,22327,,
1655,23429.871,20825,,
1656,22266.715,19346,,
1657,21271.113,18264,,
1658,20582.152,17758,,
1659,20293.78,17448,,
1660,20174.955,17387,,
1661,20203.807,18116,,
1662,20748.803,18552,,
1663,21203.992,18709,,
1664,21370.809,20341,,
1665,22567.426,21985,,
1666,24045.588,23179,,
1667,25047.938,23998,,
1668,25574.041,24885,,
1669,26171.727,24726,,
1670,25781.55,22837,,
1671,23920.355,21608,,
1672,22887.104,21072,,
1673,22561.66,20964,,
1674,22617.188,21318,,
1675,23025.152,23010,,
1676,24585.012,25172,,
1677,26693.96,23425,,
1678,24741.754,21638,,
1679,23007.77,20321,,
1680,21969.818,18986,,
1681,21075.193,17828,,
1682,20335.176,17211,,
1683,19948.824,16944,,
1684,19827.73,16972,,
1685,19912.53,17444,,
1686,20293.184,17546,,
1687,20483.367,17527,,
1688,20497.914,18927,,
1689,21435.219,20687,,
1690,22956.648,21982,,
1691,24119.312,22897,,
1692,24779.375,23867,,
1693,25443.547,23763,,
1694,25122.773,21768,,
1695,23228.914,20311,,
1696,22002.832,19761,,
1697,21621.936,19868,,
1698,21821.61,20275,,
1699,22279.043,21972,,
1700,23776.883,24431,,
1701,26137.68,23035,,
1702,24612.766,21293,,
1703,22875.178,20020,,
1704,21819.145,18701,,
1705,20914.447,17735,,
1706,20284.684,17166,,
1707,19942.51,16976,,
1708,19865.803,16966,,
1709,19930.967,17574,,
1710,20384.812,17776,,
1711,20656.422,18255,,
1712,21010.816,19971,,
1713,22303.117,21561,,
1714,23737.584,22543,,
1715,24537.291,23331,,
1716,25032.754,24124,,
1717,25554.383,24137,,
1718,25370.941,22314,,
1719,23611.924,21086,,
1720,22559.795,20530,,
1721,22192.207,20530,,
1722,22312.662,20736,,
1723,22600.85,22232,,
1724,23930.816,24755,,
1725,26369.004,23263,,
1726,24734.86,21437,,
1727,22934.723,19964,,
1728,21746.049,18639,,
1729,20839.832,17570,,
1730,20161.486,16926,,
1731,19770.973,16594,,
1732,19603.914,16575,,
1733,19643.45,16849,,
1734,19884.428,16727,,
1735,19910.102,16786,,
1736,19947.922,18226,,
1737,20891.914,20019,,
1738,22427.396,21340,,
1739,23629.902,22299,,
1740,24344.715,23512,,
1741,25230.766,23527,,
1742,25023.582,21358,,
1743,22979.252,20043,,
1744,21834.584,19496,,
1745,21454.777,19640,,
1746,21667.574,20069,,
1747,22136.766,21690,,
1748,23554.977,24291,,
1749,26032.148,22952,,
1750,24587.922,21375,,
1751,22970.453,19954,,
1752,21795.666,18409,,
1753,20719.545,17513,,
1754,20111,16995,,
1755,19815.836,16779,,
1756,19736.594,17022,,
1757,19951.441,18196,,
1758,20828.14,19043,,
1759,21640.053,19777,,
1760,22255.713,21558,,
1761,23666.787,22981,,
1762,24905.621,24053,,
1763,25698.746,24626,,
1764,25962.742,25450,,
1765,26532.875,25098,,
1766,25973.64,23219,,
1767,24133.988,22131,,
1768,23246.945,21712,,
1769,23041.049,21816,,
1770,23282.08,22189,,
1771,23718.902,23745,,
1772,25179.945,25921,,
1773,27304.594,24322,,
1774,25367.645,22481,,
1775,23557.836,21117,,
1776,22487.031,19697,,
1777,21525.324,18811,,
1778,20960.717,18306,,
1779,20690.992,18160,,
1780,20671.732,18439,,
1781,20947.666,20121,,
1782,22289.084,21690,,
1783,23775.043,22932,,
1784,24846.514,24728,,
1785,26340.984,25804,,
1786,27094.559,26548,,
1787,27475.543,26956,,
1788,27594.52,27516,,
1789,27996.582,26865,,
1790,27118.736,25111,,
1791,25375.924,24031,,
1792,24568.502,23762,,
1793,24557.924,23636,,
1794,24625.75,23881,,
1795,24951.318,25396,,
1796,26471.105,27461,,
1797,28539.742,25557,,
1798,26077.574,23532,,
1799,24143.943,22163,,
1800,23137.512,20674,,
1801,22144.525,19668,,
1802,21511.16,19192,,
1803,21270.426,18898,,
1804,21172.285,19155,,
1805,21435.188,20984,,
1806,22953.643,22265,,
1807,24220.79,23443,,
1808,25194.285,25118,,
1809,26593.824,26357,,
1810,27536.262,27282,,
1811,28112.553,27892,,
1812,28411.262,28407,,
1813,28712.154,27750,,
1814,27769.361,25653,,
1815,25649.676,24536,,
1816,24870.959,24120,,
1817,24774.227,24106,,
1818,24970.66,24397,,
1819,25359.174,25699,,
1820,26680.133,27732,,
1821,28725.887,25808,,
1822,26223.27,23679,,
1823,24208.785,22126,,
1824,23067.621,20695,,
1825,22131.672,19793,,
1826,21592.922,19268,,
1827,21332.664,19069,,
1828,21293.29,19357,,
1829,21591.479,20855,,
1830,22852.29,22325,,
1831,24241.941,23529,,
1832,25271.506,25212,,
1833,26680.49,26407,,
1834,27568,27238,,
1835,28042.398,27877,,
1836,28393.385,28206,,
1837,28490.434,27579,,
1838,27628.271,25647,,
1839,25691.055,24409,,
1840,24776.568,23991,,
1841,24668.785,23910,,
1842,24805.893,24139,,
1843,25138.914,25746,,
1844,26772.984,27664,,
1845,28679.574,25586,,
1846,26023.781,23577,,
1847,24144.143,22158,,
1848,23117.287,20721,,
1849,22171.088,19669,,
1850,21512.215,19152,,
1851,21238.781,19093,,
1852,21302.146,19250,,
1853,21526.984,20878,,
1854,22867.27,22181,,
1855,24125.52,23333,,
1856,25091.3,25041,,
1857,26531.043,26108,,
1858,27297.941,26843,,
1859,27688.07,27415,,
1860,27994.129,27884,,
1861,28275.512,27392,,
1862,27552.285,25557,,
1863,25680.496,24430,,
1864,24837.145,23759,,
1865,24473.871,23586,,
1866,24518.11,23698,,
1867,24757.428,25102,,
1868,26178.984,27452,,
1869,28584.531,25685,,
1870,26242.293,23564,,
1871,24176.395,22191,,
1872,23153.5,20825,,
1873,22254.23,19722,,
1874,21557.027,19122,,
1875,21216.457,18764,,
1876,21061.176,18523,,
1877,20973.914,18951,,
1878,21325.89,19045,,
1879,21503.086,19729,,
1880,22027.602,21429,,
1881,23444.16,23026,,
1882,24905.191,24050,,
1883,25698.062,24729,,
1884,26064.586,25476,,
1885,26551.098,25411,,
1886,26270.828,23306,,
1887,24183.924,22060,,
1888,23157.562,21541,,
1889,22876.943,21504,,
1890,23010.928,21844,,
1891,23424.59,23181,,
1892,24680.662,25647,,
1893,27094.352,24275,,
1894,25427.129,22378,,
1895,23530.836,20834,,
1896,22292.422,19563,,
1897,21425.629,18561,,
1898,20800.545,17833,,
1899,20372.223,17538,,
1900,20224.518,17392,,
1901,20201.605,17684,,
1902,20448.604,17508,,
1903,20433.846,17690,,
1904,20545.918,19197,,
1905,21622.713,20925,,
1906,23159.955,22255,,
1907,24342.291,23331,,
1908,25142.236,24446,,
1909,25944.678,24502,,
1910,25729.85,22203,,
1911,23488.238,20741,,
1912,22248.326,20271,,
1913,21957.254,20438,,
1914,22237.389,20859,,
1915,22722.871,22084,,
1916,23834.229,24524,,
1917,26138.758,23380,,
1918,24863.258,21807,,
1919,23257.36,20373,,
1920,22069.996,18957,,
1921,21071.322,18055,,
1922,20474.146,17651,,
1923,20251.727,17556,,
1924,20267.8,18094,,
1925,20707.895,19894,,
1926,22152.27,21286,,
1927,23488.285,22510,,
1928,24510.006,24572,,
1929,26258.52,25667,,
1930,27036.828,26395,,
1931,27373.191,26926,,
1932,27612.393,27411,,
1933,27909.941,26884,,
1934,27166.467,25180,,
